TransactionID,ProductID,Date,QuantitySold,SalePrice,SupplierID,DiscountApplied,CustomerType,DeliveryDays
T00917,P0626,2024-07-05 23:18:55.633751,17,102.26,S047,0.17,Wholesale,4
T00918,P0260,2024-04-27 23:18:55.633751,16,24.65,S001,0.22,Wholesale,1
T00919,P0258,2024-04-28 23:18:55.633751,19,426.78,S044,0.24,Wholesale,7
T00920,P0736,2024-01-19 23:18:55.633751,18,54.4,S032,0.03,Retail,2
T00921,P0294,2024-09-05 23:18:55.633751,2,330.5,S038,0.1,Retail,8
T00922,P0691,2024-06-05 23:18:55.633751,6,123.48,S021,0.06,Wholesale,7
T00923,P0934,2024-02-10 23:18:55.633751,14,485.75,S012,0.28,E-commerce,3
T00924,P0726,2024-01-10 23:18:55.633751,6,465.42,S007,0.14,E-commerce,7
T00925,P0928,2024-07-11 23:18:55.633751,12,78.51,S034,0.16,Wholesale,3
T00926,P0263,2024-05-22 23:18:55.633751,4,360.65,S005,0.02,E-commerce,3
T00927,P0545,2024-05-15 23:18:55.633751,11,114.09,S048,0.15,E-commerce,9
T00928,P0329,2024-01-10 23:18:55.633751,7,33.11,S038,0.18,Retail,1
T00929,P0674,2024-01-02 23:18:55.633751,12,97.94,S034,0.14,Wholesale,4
T00930,P0742,2024-01-21 23:18:55.633751,3,133.7,S020,0.25,E-commerce,1
T00931,P0596,2024-07-16 23:18:55.633751,11,494.46,S006,0.29,Retail,6
T00932,P0340,2024-07-24 23:18:55.633751,10,446.47,S014,0.13,Wholesale,4
T00933,P0568,2024-07-25 23:18:55.633751,5,341.53,S033,0.25,Wholesale,4
T00934,P0754,2024-01-27 23:18:55.633751,11,246.11,S031,0.14,E-commerce,2
T00935,P0799,2023-12-30 23:18:55.633751,18,162.37,S018,0.08,E-commerce,4
T00936,P0527,2024-08-31 23:18:55.633751,2,490.27,S023,0.09,Retail,9
T00937,P0776,2023-11-16 23:18:55.633751,6,344.1,S006,0.04,E-commerce,8
T00938,P0462,2024-09-17 23:18:55.633751,9,266.78,S028,0.14,Wholesale,6
T00939,P0670,2024-02-05 23:18:55.633751,1,157.63,S040,0.07,Retail,6
T00940,P0981,2024-10-07 23:18:55.633751,4,95.49,S018,0.08,Wholesale,7
T00941,P0817,2024-01-30 23:18:55.633751,8,303.01,S034,0.15,E-commerce,2
T00942,P0852,2024-08-26 23:18:55.633751,14,200.98,S003,0.18,E-commerce,3
T00943,P0319,2024-05-11 23:18:55.633751,8,421.37,S034,0.19,Wholesale,4
T00944,P0500,2024-07-10 23:18:55.633751,2,145.64,S011,0.03,Wholesale,9
T00945,P0656,2024-03-08 23:18:55.633751,9,314.2,S042,0.11,E-commerce,6
T00946,P0661,2024-08-14 23:18:55.633751,19,368.61,S039,0.1,Retail,8
T00947,P0158,2024-05-10 23:18:55.633751,15,59.15,S024,0.2,Retail,9
T00948,P0471,2023-12-01 23:18:55.633751,5,285.14,S037,0.21,Wholesale,2
T00949,P0367,2024-06-08 23:18:55.633751,3,380.78,S040,0.07,Wholesale,4
T00950,P0932,2024-06-16 23:18:55.633751,12,122.89,S012,0.24,E-commerce,8
T00951,P0846,2024-04-06 23:18:55.633751,6,125.96,S032,0.07,Wholesale,5
T00952,P0709,2024-06-01 23:18:55.633751,7,245.13,S030,0.18,Retail,4
T00953,P0626,2024-10-02 23:18:55.633751,3,487.61,S046,0.11,Retail,2
T00954,P0862,2024-07-04 23:18:55.633751,3,223.12,S006,0.14,Retail,1
T00955,P0749,2024-04-18 23:18:55.633751,17,491.6,S001,0.14,Retail,9
T00956,P0575,2024-08-27 23:18:55.633751,6,205.59,S021,0.18,E-commerce,2
T00957,P0657,2024-05-29 23:18:55.633751,11,243.12,S011,0.27,E-commerce,6
T00958,P0379,2023-11-30 23:18:55.633751,10,171.17,S047,0.02,E-commerce,7
T00959,P0492,2024-02-05 23:18:55.633751,4,325.94,S029,0.01,Wholesale,5
T00960,P0513,2024-05-04 23:18:55.633751,9,198.9,S001,0.2,Wholesale,2
T00961,P0400,2024-04-18 23:18:55.633751,9,94.05,S007,0.2,E-commerce,7
T00962,P0435,2024-01-05 23:18:55.633751,5,86.71,S008,0.18,Wholesale,8
T00963,P0765,2024-06-29 23:18:55.633751,3,222.71,S006,0.12,E-commerce,4
T00964,P0643,2024-04-04 23:18:55.633751,6,155.34,S033,0.22,Wholesale,3
T00965,P0342,2024-10-23 23:18:55.633751,13,395.49,S029,0.24,E-commerce,7
T00966,P0222,2024-03-07 23:18:55.633751,5,328.59,S045,0.25,Wholesale,2
T00967,P0169,2024-02-03 23:18:55.633751,17,335.13,S049,0.0,Wholesale,6
T00968,P0681,2024-01-15 23:18:55.633751,5,229.8,S007,0.09,Retail,4
T00969,P0452,2024-09-30 23:18:55.633751,16,85.22,S048,0.11,E-commerce,2
T00970,P0345,2024-09-07 23:18:55.633751,9,91.1,S016,0.16,Retail,9
T00971,P0470,2024-10-15 23:18:55.633751,8,323.81,S009,0.09,Wholesale,5
T00972,P0167,2024-10-23 23:18:55.633751,18,447.06,S011,0.22,Wholesale,2
T00973,P0697,2023-12-23 23:18:55.633751,8,151.71,S041,0.19,E-commerce,9
T00974,P0684,2024-09-04 23:18:55.633751,3,38.44,S025,0.23,Retail,4
T00975,P0786,2023-12-18 23:18:55.633751,10,79.43,S019,0.17,E-commerce,6
T00976,P0922,2024-07-04 23:18:55.633751,18,443.41,S039,0.22,Wholesale,4
T00977,P0957,2024-04-14 23:18:55.633751,8,398.78,S028,0.17,E-commerce,3
T00978,P0566,2023-12-08 23:18:55.633751,6,400.57,S046,0.05,E-commerce,2
T00979,P0643,2024-10-11 23:18:55.633751,17,476.19,S021,0.01,Wholesale,8
T00980,P0032,2024-09-12 23:18:55.633751,19,478.21,S046,0.05,E-commerce,9
T00981,P0004,2024-02-08 23:18:55.633751,9,234.83,S005,0.08,E-commerce,4
T00982,P0843,2023-12-12 23:18:55.633751,1,101.02,S027,0.05,Retail,9
T00983,P0353,2023-11-18 23:18:55.633751,7,275.39,S011,0.01,E-commerce,1
T00984,P0685,2024-01-18 23:18:55.633751,14,403.91,S024,0.05,Retail,8
T00985,P0925,2024-09-14 23:18:55.633751,15,327.55,S009,0.14,Retail,8
T00986,P0064,2024-05-30 23:18:55.633751,9,211.95,S037,0.08,Wholesale,4
T00987,P0359,2024-01-03 23:18:55.633751,2,270.47,S041,0.06,E-commerce,1
T00988,P0440,2024-05-03 23:18:55.633751,15,230.18,S023,0.18,Retail,3
T00989,P0155,2024-04-21 23:18:55.633751,14,214.56,S042,0.05,Wholesale,2
T00990,P0050,2024-02-27 23:18:55.633751,2,255.95,S016,0.16,E-commerce,6
T00991,P0349,2024-06-23 23:18:55.633751,11,83.43,S038,0.13,E-commerce,4
T00992,P0252,2024-10-13 23:18:55.633751,18,252.64,S039,0.12,Wholesale,3
T00993,P0036,2024-05-25 23:18:55.633751,13,480.49,S043,0.03,Wholesale,2
T00994,P0238,2024-04-08 23:18:55.633751,4,428.99,S005,0.22,Retail,5
T00995,P0341,2023-12-04 23:18:55.633751,8,387.68,S030,0.23,Retail,2
T00996,P0672,2024-04-13 23:18:55.633751,13,166.8,S035,0.08,Wholesale,6
T00997,P0785,2024-09-03 23:18:55.633751,2,30.8,S008,0.11,Wholesale,4
T00998,P0183,2024-07-04 23:18:55.633751,3,134.85,S039,0.29,Retail,5
T00999,P0763,2024-03-05 23:18:55.633751,15,482.97,S030,0.13,Retail,3
T01000,P0903,2024-07-18 23:18:55.633751,18,126.54,S032,0.12,E-commerce,9
T01001,P0369,2024-01-17 23:18:55.633751,1,427.71,S001,0.24,E-commerce,2
T01002,P0717,2024-07-22 23:18:55.633751,2,357.26,S030,0.27,Retail,5
T01003,P0673,2024-05-17 23:18:55.633751,7,276.66,S037,0.21,E-commerce,9
T01004,P0129,2024-03-17 23:18:55.633751,19,13.72,S029,0.26,Retail,3
T01005,P0144,2024-03-23 23:18:55.633751,1,497.47,S030,0.09,Wholesale,7
T01006,P0230,2023-12-04 23:18:55.633751,3,427.34,S048,0.02,E-commerce,2
T01007,P0087,2024-05-16 23:18:55.633751,12,493.93,S011,0.15,E-commerce,1
T01008,P0492,2024-03-26 23:18:55.633751,9,392.41,S011,0.04,Retail,9
T01009,P0399,2024-10-17 23:18:55.633751,17,444.81,S008,0.04,Wholesale,9
T01010,P0585,2023-12-18 23:18:55.633751,9,453.36,S029,0.29,Wholesale,8
T01011,P0556,2024-05-01 23:18:55.633751,12,18.45,S015,0.24,Wholesale,4
T01012,P0401,2024-07-28 23:18:55.633751,12,156.26,S042,0.08,Retail,5
T01013,P0669,2024-02-24 23:18:55.633751,10,361.76,S050,0.27,E-commerce,7
T01014,P0643,2024-04-27 23:18:55.633751,12,429.9,S010,0.24,Wholesale,4
T01015,P0589,2024-04-19 23:18:55.633751,10,89.85,S013,0.01,Wholesale,6
T01016,P0380,2024-04-23 23:18:55.633751,11,354.2,S023,0.05,Retail,9
T01017,P0192,2024-09-24 23:18:55.633751,3,198.44,S006,0.03,Retail,3
T01018,P0076,2024-04-16 23:18:55.633751,6,367.11,S037,0.07,Retail,3
T01019,P0337,2024-08-16 23:18:55.633751,4,41.77,S039,0.22,Wholesale,1
T01020,P0659,2024-04-11 23:18:55.633751,1,440.12,S019,0.14,E-commerce,8
T01021,P0052,2023-12-05 23:18:55.633751,3,329.06,S022,0.04,Wholesale,7
T01022,P0816,2024-02-03 23:18:55.633751,3,321.03,S024,0.23,Wholesale,7
T01023,P0968,2024-05-29 23:18:55.633751,7,275.83,S034,0.28,Retail,7
T01024,P0291,2023-12-17 23:18:55.633751,1,227.06,S014,0.17,Retail,2
T01025,P0078,2024-04-02 23:18:55.633751,2,467.37,S031,0.07,E-commerce,9
T01026,P0828,2024-06-21 23:18:55.633751,3,487.29,S033,0.09,E-commerce,9
T01027,P0816,2024-06-22 23:18:55.633751,18,94.11,S012,0.01,E-commerce,9
T01028,P0454,2024-07-14 23:18:55.633751,7,85.65,S012,0.15,Retail,9
T01029,P0010,2024-03-14 23:18:55.633751,11,167.26,S004,0.14,Retail,7
T01030,P0914,2024-04-09 23:18:55.633751,15,263.33,S012,0.05,Wholesale,5
T01031,P0896,2023-11-24 23:18:55.633751,2,270.15,S035,0.07,Wholesale,4
T01032,P0787,2024-01-09 23:18:55.633751,8,82.05,S042,0.07,Wholesale,3
T01033,P0877,2024-10-11 23:18:55.633751,9,231.75,S048,0.23,Retail,7
T01034,P0693,2024-05-28 23:18:55.633751,18,7.47,S025,0.28,E-commerce,2
T01035,P0409,2024-01-16 23:18:55.633751,17,247.06,S022,0.1,E-commerce,6
T01036,P0190,2024-07-18 23:18:55.633751,7,78.84,S031,0.17,Wholesale,3
T01037,P0879,2023-12-03 23:18:55.633751,2,311.51,S009,0.11,Retail,6
T01038,P0598,2024-02-21 23:18:55.633751,5,413.47,S044,0.03,Wholesale,7
T01039,P0780,2024-02-12 23:18:55.633751,17,321.0,S043,0.07,E-commerce,8
T01040,P0488,2024-09-24 23:18:55.633751,16,333.6,S013,0.28,E-commerce,7
T01041,P0879,2024-01-05 23:18:55.633751,7,208.08,S039,0.03,Retail,6
T01042,P0166,2024-06-01 23:18:55.633751,12,420.3,S014,0.13,Wholesale,9
T01043,P0745,2024-05-14 23:18:55.633751,16,19.4,S022,0.1,Wholesale,2
T01044,P0032,2024-08-31 23:18:55.633751,10,42.42,S004,0.17,E-commerce,3
T01045,P0631,2024-01-24 23:18:55.633751,4,29.46,S004,0.1,Wholesale,2
T01046,P0399,2024-05-19 23:18:55.633751,2,420.9,S008,0.25,Retail,8
T01047,P0286,2024-07-01 23:18:55.633751,2,368.61,S001,0.14,E-commerce,8
T01048,P0017,2024-03-29 23:18:55.633751,7,370.04,S019,0.03,E-commerce,5
T01049,P0881,2024-10-12 23:18:55.633751,19,351.99,S013,0.01,Retail,8
T01050,P0018,2024-08-25 23:18:55.633751,19,133.86,S024,0.25,E-commerce,2
T01051,P0143,2024-04-07 23:18:55.633751,1,290.05,S023,0.25,E-commerce,8
T01052,P0710,2024-02-26 23:18:55.633751,10,433.28,S001,0.11,E-commerce,8
T01053,P0026,2024-01-22 23:18:55.633751,1,354.6,S001,0.23,Retail,3
T01054,P0125,2024-03-05 23:18:55.633751,10,120.34,S042,0.07,Wholesale,9
T01055,P0960,2024-01-06 23:18:55.633751,15,83.84,S029,0.26,Wholesale,3
T01056,P0460,2023-10-27 23:18:55.633751,7,176.05,S034,0.28,Retail,8
T01057,P0553,2024-07-19 23:18:55.633751,19,69.38,S037,0.28,E-commerce,5
T01058,P0303,2024-03-06 23:18:55.633751,14,59.27,S027,0.3,Wholesale,7
T01059,P0157,2023-11-14 23:18:55.633751,19,440.28,S029,0.04,Wholesale,8
T01060,P0267,2024-06-26 23:18:55.633751,18,378.42,S041,0.22,Wholesale,1
T01061,P0086,2024-05-13 23:18:55.633751,10,133.15,S029,0.23,E-commerce,7
T01062,P0582,2024-10-22 23:18:55.633751,12,396.0,S015,0.14,Wholesale,2
T01063,P0706,2024-06-03 23:18:55.633751,10,363.61,S040,0.07,Retail,7
T01064,P0734,2024-05-30 23:18:55.633751,18,217.69,S033,0.18,E-commerce,5
T01065,P0532,2024-04-28 23:18:55.633751,18,208.27,S010,0.2,E-commerce,4
T01066,P0161,2024-04-22 23:18:55.633751,14,357.85,S015,0.01,E-commerce,5
T01067,P0791,2024-06-27 23:18:55.633751,15,43.38,S026,0.15,Wholesale,9
T01068,P0716,2024-03-04 23:18:55.633751,9,435.53,S010,0.02,E-commerce,7
T01069,P0753,2024-08-08 23:18:55.633751,10,342.94,S024,0.29,E-commerce,8
T01070,P0305,2024-09-03 23:18:55.633751,4,210.18,S033,0.22,E-commerce,7
T01071,P0244,2023-12-07 23:18:55.633751,15,411.78,S024,0.28,Wholesale,1
T01072,P0755,2024-02-06 23:18:55.633751,9,8.94,S020,0.09,Retail,1
T01073,P0863,2023-11-12 23:18:55.633751,16,397.42,S015,0.12,E-commerce,3
T01074,P0014,2024-09-01 23:18:55.633751,1,148.02,S016,0.13,E-commerce,9
T01075,P0455,2024-07-28 23:18:55.633751,19,186.24,S046,0.26,Wholesale,9
T01076,P0942,2024-08-06 23:18:55.633751,12,42.52,S020,0.05,E-commerce,4
T01077,P0009,2024-10-23 23:18:55.633751,13,212.69,S016,0.06,Wholesale,7
T01078,P0276,2024-09-22 23:18:55.633751,17,236.45,S042,0.1,Retail,5
T01079,P0736,2023-11-20 23:18:55.633751,19,487.28,S032,0.15,Wholesale,3
T01080,P0841,2024-09-21 23:18:55.633751,19,243.65,S048,0.11,Retail,5
T01081,P0476,2024-06-24 23:18:55.633751,6,145.16,S036,0.07,Retail,1
T01082,P0296,2023-11-18 23:18:55.633751,8,239.92,S026,0.05,Wholesale,2
T01083,P0663,2024-05-19 23:18:55.633751,5,322.77,S010,0.08,E-commerce,3
T01084,P0267,2024-01-25 23:18:55.633751,11,240.99,S020,0.2,Wholesale,9
T01085,P0475,2024-04-06 23:18:55.633751,13,403.35,S028,0.2,Wholesale,1
T01086,P0524,2024-02-23 23:18:55.633751,3,233.22,S017,0.16,E-commerce,9
T01087,P0166,2024-07-03 23:18:55.633751,17,244.3,S046,0.13,Wholesale,4
T01088,P0639,2024-10-09 23:18:55.633751,10,306.89,S022,0.1,Retail,5
T01089,P0675,2024-05-23 23:18:55.633751,5,473.67,S030,0.23,Wholesale,4
T01090,P0135,2023-11-11 23:18:55.633751,8,127.77,S011,0.03,Retail,2
T01091,P0193,2024-05-04 23:18:55.633751,12,400.5,S007,0.25,E-commerce,6
T01092,P0805,2024-08-03 23:18:55.633751,7,262.27,S045,0.07,Retail,1
T01093,P0343,2023-11-01 23:18:55.633751,6,326.34,S017,0.28,E-commerce,1
T01094,P0197,2024-02-07 23:18:55.633751,9,331.39,S017,0.06,Retail,7
T01095,P0266,2023-12-17 23:18:55.633751,9,102.31,S018,0.09,Retail,4
T01096,P0098,2024-07-01 23:18:55.633751,11,62.84,S020,0.2,Wholesale,9
T01097,P0887,2024-04-07 23:18:55.633751,16,137.78,S029,0.15,E-commerce,7
T01098,P0934,2024-01-03 23:18:55.633751,17,454.5,S026,0.1,E-commerce,2
T01099,P0357,2024-09-12 23:18:55.633751,8,398.98,S013,0.15,E-commerce,2
T01100,P0508,2024-07-12 23:18:55.633751,19,217.73,S014,0.22,Retail,6
T01101,P0300,2024-10-01 23:18:55.633751,18,432.26,S021,0.1,Retail,4
T01102,P0197,2023-11-11 23:18:55.633751,14,356.15,S047,0.1,E-commerce,6
T01103,P0364,2024-07-20 23:18:55.633751,17,112.68,S032,0.21,Retail,2
T01104,P0306,2024-04-15 23:18:55.633751,16,198.11,S020,0.03,Retail,4
T01105,P0622,2024-06-02 23:18:55.633751,7,431.54,S046,0.19,Retail,5
T01106,P0124,2024-06-17 23:18:55.633751,15,264.9,S024,0.26,Retail,4
T01107,P0200,2023-11-09 23:18:55.633751,12,170.07,S004,0.26,Wholesale,6
T01108,P0794,2024-09-28 23:18:55.633751,19,248.66,S001,0.0,Wholesale,5
T01109,P0680,2024-05-07 23:18:55.633751,4,300.65,S024,0.15,E-commerce,5
T01110,P0293,2023-11-24 23:18:55.633751,16,487.16,S029,0.05,E-commerce,5
T01111,P0857,2023-12-22 23:18:55.633751,8,470.03,S026,0.17,Wholesale,5
T01112,P0408,2024-09-04 23:18:55.633751,13,421.06,S011,0.25,Wholesale,3
T01113,P0562,2024-07-22 23:18:55.633751,16,395.01,S020,0.07,E-commerce,6
T01114,P0290,2023-11-18 23:18:55.633751,5,323.35,S039,0.12,E-commerce,3
T01115,P0751,2024-06-18 23:18:55.633751,19,31.42,S031,0.14,Retail,7
T01116,P0396,2023-11-14 23:18:55.633751,14,36.25,S049,0.29,Retail,1
T01117,P0274,2024-01-21 23:18:55.633751,4,376.46,S018,0.24,Wholesale,8
T01118,P0975,2024-04-05 23:18:55.633751,5,472.89,S045,0.14,E-commerce,2
T01119,P0869,2023-11-22 23:18:55.633751,17,193.87,S019,0.06,Retail,6
T01120,P0769,2024-06-18 23:18:55.633751,14,180.22,S005,0.16,Wholesale,3
T01121,P0366,2024-02-10 23:18:55.633751,19,145.0,S043,0.0,Retail,2
T01122,P0643,2024-09-22 23:18:55.633751,15,412.56,S044,0.16,E-commerce,3
T01123,P0241,2023-12-01 23:18:55.633751,9,319.54,S007,0.06,Retail,6
T01124,P0596,2024-05-22 23:18:55.633751,5,184.19,S049,0.23,E-commerce,7
T01125,P0353,2024-08-09 23:18:55.633751,17,424.84,S028,0.07,Wholesale,6
T01126,P0174,2024-09-24 23:18:55.633751,4,137.5,S050,0.17,Retail,2
T01127,P0780,2024-08-14 23:18:55.633751,8,263.76,S045,0.22,E-commerce,4
T01128,P0897,2023-11-13 23:18:55.633751,7,304.47,S010,0.12,E-commerce,1
T01129,P0129,2023-12-07 23:18:55.633751,19,408.29,S050,0.23,E-commerce,9
T01130,P0486,2024-02-17 23:18:55.633751,16,450.8,S048,0.07,Retail,6
T01131,P0565,2024-06-27 23:18:55.633751,12,393.7,S035,0.09,E-commerce,8
T01132,P0340,2024-02-14 23:18:55.633751,19,463.39,S016,0.28,E-commerce,3
T01133,P0050,2023-11-20 23:18:55.633751,3,24.95,S034,0.25,E-commerce,5
T01134,P0857,2024-06-19 23:18:55.633751,5,464.02,S007,0.19,Wholesale,4
T01135,P0931,2023-12-05 23:18:55.633751,15,236.18,S031,0.13,E-commerce,7
T01136,P0731,2024-01-17 23:18:55.633751,7,121.05,S030,0.19,E-commerce,2
T01137,P0592,2024-05-20 23:18:55.633751,14,424.14,S039,0.19,E-commerce,8
T01138,P0849,2024-07-20 23:18:55.633751,17,15.16,S009,0.02,Wholesale,8
T01139,P0494,2024-07-08 23:18:55.633751,17,335.27,S017,0.1,Retail,6
T01140,P0546,2024-03-16 23:18:55.633751,10,47.6,S031,0.11,E-commerce,7
T01141,P0988,2024-06-05 23:18:55.633751,2,311.63,S015,0.12,E-commerce,5
T01142,P0497,2023-12-06 23:18:55.633751,6,151.0,S025,0.25,Wholesale,4
T01143,P0793,2024-05-28 23:18:55.633751,15,110.35,S032,0.12,E-commerce,6
T01144,P0137,2024-02-29 23:18:55.633751,8,416.37,S034,0.09,E-commerce,2
T01145,P0591,2024-03-17 23:18:55.633751,6,174.04,S050,0.19,Wholesale,6
T01146,P0030,2024-09-27 23:18:55.633751,5,58.19,S017,0.09,Retail,1
T01147,P0423,2024-06-23 23:18:55.633751,18,37.01,S018,0.29,E-commerce,1
T01148,P0808,2024-05-30 23:18:55.633751,5,279.53,S043,0.1,E-commerce,7
T01149,P0760,2023-12-24 23:18:55.633751,16,499.26,S040,0.2,Wholesale,2
T01150,P0177,2024-01-31 23:18:55.633751,9,6.61,S017,0.2,Wholesale,8
T01151,P0770,2024-09-25 23:18:55.633751,10,17.01,S035,0.28,Retail,9
T01152,P0978,2023-11-15 23:18:55.633751,12,35.0,S024,0.23,Retail,1
T01153,P0385,2023-11-06 23:18:55.633751,8,220.06,S022,0.09,Retail,7
T01154,P0267,2024-02-17 23:18:55.633751,17,434.49,S041,0.29,Retail,2
T01155,P0158,2024-01-31 23:18:55.633751,15,433.52,S040,0.11,Wholesale,7
T01156,P0216,2024-09-05 23:18:55.633751,2,94.38,S023,0.27,Retail,2
T01157,P0875,2024-07-01 23:18:55.633751,13,36.8,S004,0.19,Wholesale,1
T01158,P0816,2023-12-18 23:18:55.633751,9,463.48,S009,0.01,Retail,8
T01159,P0056,2024-04-27 23:18:55.633751,11,58.59,S045,0.04,Wholesale,7
T01160,P0182,2024-07-19 23:18:55.633751,8,356.42,S013,0.0,Retail,4
T01161,P0659,2024-01-17 23:18:55.633751,4,289.84,S021,0.02,Wholesale,4
T01162,P0621,2024-03-23 23:18:55.633751,2,9.82,S036,0.24,Wholesale,7
T01163,P0491,2024-03-23 23:18:55.633751,4,371.84,S014,0.23,E-commerce,1
T01164,P0135,2024-06-23 23:18:55.633751,5,29.98,S034,0.06,Wholesale,4
T01165,P0130,2024-02-19 23:18:55.633751,4,256.71,S049,0.08,Retail,9
T01166,P0372,2024-04-09 23:18:55.633751,4,288.38,S035,0.21,Retail,7
T01167,P0750,2024-08-24 23:18:55.633751,4,442.39,S037,0.2,Wholesale,6
T01168,P0887,2024-08-15 23:18:55.633751,12,12.63,S028,0.21,Retail,6
T01169,P0294,2024-06-03 23:18:55.633751,12,215.74,S042,0.19,E-commerce,9
T01170,P0384,2024-09-30 23:18:55.633751,8,92.3,S030,0.16,Wholesale,4
T01171,P0886,2024-01-10 23:18:55.633751,18,441.24,S014,0.02,Wholesale,2
T01172,P0494,2024-01-06 23:18:55.633751,3,246.67,S048,0.24,Wholesale,6
T01173,P0252,2024-07-20 23:18:55.633751,6,289.34,S020,0.07,Retail,9
T01174,P0096,2024-09-06 23:18:55.633751,9,296.06,S019,0.24,Retail,4
T01175,P0380,2024-09-04 23:18:55.633751,5,160.73,S047,0.26,E-commerce,3
T01176,P0741,2023-12-23 23:18:55.633751,2,39.83,S026,0.19,Wholesale,3
T01177,P0927,2024-04-22 23:18:55.633751,9,140.97,S036,0.29,Wholesale,7
T01178,P0166,2024-08-17 23:18:55.633751,3,446.38,S018,0.27,Wholesale,4
T01179,P0018,2024-05-22 23:18:55.633751,3,74.13,S016,0.1,Wholesale,7
T01180,P0146,2024-01-23 23:18:55.633751,16,497.21,S027,0.28,Wholesale,3
T01181,P0494,2024-09-06 23:18:55.633751,14,382.18,S017,0.12,Retail,3
T01182,P0080,2024-04-09 23:18:55.633751,3,194.04,S041,0.26,E-commerce,8
T01183,P0518,2024-10-24 23:18:55.633751,13,160.58,S042,0.17,Wholesale,5
T01184,P0537,2024-04-20 23:18:55.633751,15,476.82,S003,0.27,E-commerce,5
T01185,P0661,2024-09-16 23:18:55.633751,1,162.29,S039,0.16,E-commerce,9
T01186,P0318,2024-02-23 23:18:55.633751,5,466.53,S040,0.07,Retail,6
T01187,P0442,2024-09-23 23:18:55.633751,10,479.99,S026,0.17,Wholesale,5
T01188,P0528,2024-09-20 23:18:55.633751,7,353.23,S022,0.18,Wholesale,8
T01189,P0978,2024-03-24 23:18:55.633751,11,219.15,S019,0.15,E-commerce,3
T01190,P0232,2024-09-04 23:18:55.633751,14,475.88,S035,0.28,Retail,6
T01191,P0074,2024-08-27 23:18:55.633751,11,385.94,S037,0.11,E-commerce,5
T01192,P0084,2023-12-25 23:18:55.633751,14,15.68,S032,0.28,Retail,8
T01193,P0910,2023-11-25 23:18:55.633751,14,35.31,S006,0.09,Retail,1
T01194,P0236,2024-04-19 23:18:55.633751,1,497.35,S029,0.14,E-commerce,1
T01195,P0197,2024-10-01 23:18:55.633751,19,45.12,S047,0.18,E-commerce,1
T01196,P0939,2024-09-13 23:18:55.633751,5,252.25,S044,0.24,Wholesale,2
T01197,P0420,2024-10-19 23:18:55.633751,10,480.65,S027,0.04,E-commerce,9
T01198,P0365,2024-05-21 23:18:55.633751,14,415.42,S016,0.06,Retail,5
T01199,P0783,2024-06-10 23:18:55.633751,2,115.29,S032,0.29,E-commerce,7
T01200,P0981,2024-04-01 23:18:55.633751,4,432.32,S008,0.05,E-commerce,1
T01201,P0804,2024-09-12 23:18:55.633751,17,450.58,S032,0.13,E-commerce,1
T01202,P0919,2024-06-04 23:18:55.633751,12,363.18,S001,0.08,Retail,9
T01203,P0207,2024-03-21 23:18:55.633751,8,314.87,S009,0.22,Retail,6
T01204,P0341,2023-12-10 23:18:55.633751,7,439.28,S041,0.04,E-commerce,4
T01205,P0400,2024-09-16 23:18:55.633751,4,56.72,S014,0.11,Retail,3
T01206,P0567,2024-09-29 23:18:55.633751,6,267.14,S028,0.16,E-commerce,6
T01207,P0891,2023-12-21 23:18:55.633751,19,279.75,S049,0.15,Retail,1
T01208,P0821,2024-08-28 23:18:55.633751,13,98.01,S013,0.09,E-commerce,7
T01209,P0792,2024-06-29 23:18:55.633751,15,97.6,S041,0.06,Retail,6
T01210,P0522,2024-09-04 23:18:55.633751,2,193.18,S035,0.08,Wholesale,2
T01211,P0757,2023-11-30 23:18:55.633751,16,205.81,S044,0.22,Retail,6
T01212,P0809,2024-07-03 23:18:55.633751,14,256.17,S027,0.09,Wholesale,1
T01213,P0432,2024-02-13 23:18:55.633751,11,123.65,S029,0.23,Wholesale,9
T01214,P0478,2024-05-02 23:18:55.633751,11,36.94,S013,0.15,Wholesale,2
T01215,P0189,2024-07-13 23:18:55.633751,12,145.46,S036,0.1,E-commerce,9
T01216,P0352,2023-12-11 23:18:55.633751,1,396.84,S032,0.03,Retail,8
T01217,P0169,2024-10-17 23:18:55.633751,3,374.41,S011,0.22,Retail,3
T01218,P0961,2024-01-22 23:18:55.633751,4,139.98,S017,0.05,Retail,7
T01219,P0752,2024-05-11 23:18:55.633751,1,176.54,S018,0.14,E-commerce,8
T01220,P0089,2023-11-22 23:18:55.633751,18,499.52,S009,0.1,Wholesale,2
T01221,P0710,2024-07-26 23:18:55.633751,16,419.76,S010,0.15,Wholesale,5
T01222,P0913,2024-07-13 23:18:55.633751,8,433.12,S029,0.03,E-commerce,6
T01223,P0774,2024-01-05 23:18:55.633751,12,321.59,S032,0.13,E-commerce,3
T01224,P0811,2024-06-22 23:18:55.633751,8,471.19,S020,0.22,E-commerce,1
T01225,P0244,2024-09-08 23:18:55.633751,7,174.75,S026,0.1,Retail,7
T01226,P0829,2023-10-27 23:18:55.633751,10,477.25,S027,0.07,Retail,6
T01227,P0488,2024-06-17 23:18:55.633751,2,119.91,S028,0.27,E-commerce,1
T01228,P0935,2023-12-17 23:18:55.633751,18,395.4,S015,0.22,E-commerce,2
T01229,P0749,2024-03-29 23:18:55.633751,5,429.05,S016,0.24,Wholesale,8
T01230,P0678,2023-10-26 23:18:55.633751,12,373.1,S048,0.29,Wholesale,6
