ProductID,Category,StockLevel,ReorderPoint,UnitPrice,SupplierID,WarehouseLocation,SafetyStock,LastRestockDate,ProductName,ProductImageURL
P0227,Health,8,28,364.26,S050,South,35,2024-10-14 23:18:55.619118,Toothpaste,https://example.com/images/P0227.jpg
P0228,Food,68,40,70.05,S041,West,10,2023-12-30 23:18:55.619118,Juice,https://example.com/images/P0228.jpg
P0229,Food,58,34,206.25,S045,South,47,2024-10-13 23:18:55.619118,Pasta,https://example.com/images/P0229.jpg
P0230,Health,65,13,265.27,S026,South,19,2024-02-10 23:18:55.619118,Supplements,https://example.com/images/P0230.jpg
P0231,Clothing,83,20,384.28,S002,East,55,2024-10-21 23:18:55.619118,Sunglasses,https://example.com/images/P0231.jpg
P0232,Health,99,16,366.21,S038,East,50,2024-05-09 23:18:55.619118,Vitamins,https://example.com/images/P0232.jpg
P0233,Health,45,9,236.81,S032,South,58,2024-04-23 23:18:55.619118,Thermometer,https://example.com/images/P0233.jpg
P0234,Food,15,30,103.4,S047,North,15,2024-01-22 23:18:55.619118,Snacks,https://example.com/images/P0234.jpg
P0235,Home Goods,97,39,195.82,S034,West,57,2024-10-17 23:18:55.619118,Candle,https://example.com/images/P0235.jpg
P0236,Food,50,32,192.97,S027,South,27,2024-01-20 23:18:55.619118,Cookies,https://example.com/images/P0236.jpg
P0237,Sports,74,14,481.47,S019,South,37,2024-09-04 23:18:55.619118,Soccer Ball,https://example.com/images/P0237.jpg
P0238,Health,94,37,429.44,S015,West,48,2023-10-26 23:18:55.619118,Supplements,https://example.com/images/P0238.jpg
P0239,Electronics,38,11,59.67,S042,East,42,2024-03-01 23:18:55.619118,Smartwatch,https://example.com/images/P0239.jpg
P0240,Food,73,48,341.97,S046,West,23,2024-04-15 23:18:55.619118,Pasta,https://example.com/images/P0240.jpg
P0241,Sports,77,43,355.76,S001,North,54,2023-10-29 23:18:55.619118,Soccer Ball,https://example.com/images/P0241.jpg
P0242,Home Goods,86,7,268.32,S040,West,59,2023-12-01 23:18:55.619118,Chair,https://example.com/images/P0242.jpg
P0243,Clothing,18,7,452.56,S015,South,57,2023-12-29 23:18:55.619118,Hat,https://example.com/images/P0243.jpg
P0244,Food,58,29,475.57,S007,East,51,2023-12-12 23:18:55.619118,Juice,https://example.com/images/P0244.jpg
P0245,Clothing,22,38,229.77,S021,South,38,2024-03-27 23:18:55.619118,Sunglasses,https://example.com/images/P0245.jpg
P0246,Clothing,39,43,156.28,S018,West,21,2024-10-08 23:18:55.619118,Shoes,https://example.com/images/P0246.jpg
P0247,Home Goods,23,27,213.37,S024,West,30,2024-07-22 23:18:55.619118,Candle,https://example.com/images/P0247.jpg
P0248,Food,23,30,487.7,S031,South,57,2024-09-06 23:18:55.619118,Pasta,https://example.com/images/P0248.jpg
P0249,Health,55,21,38.78,S006,East,39,2024-01-13 23:18:55.619118,Sanitizer,https://example.com/images/P0249.jpg
P0250,Health,17,45,88.68,S025,West,46,2024-03-02 23:18:55.619118,Toothpaste,https://example.com/images/P0250.jpg
P0251,Food,23,10,215.33,S037,North,56,2024-05-09 23:18:55.619118,Chocolate,https://example.com/images/P0251.jpg
P0252,Electronics,13,35,103.47,S011,South,14,2024-07-30 23:18:55.619118,Smartwatch,https://example.com/images/P0252.jpg
P0253,Home Goods,9,47,415.64,S049,South,26,2024-05-11 23:18:55.619118,Table,https://example.com/images/P0253.jpg
P0254,Home Goods,92,26,318.08,S013,East,45,2023-11-23 23:18:55.619118,Lamp,https://example.com/images/P0254.jpg
P0255,Food,2,7,173.87,S019,West,42,2024-07-29 23:18:55.619118,Juice,https://example.com/images/P0255.jpg
P0256,Home Goods,28,44,10.94,S026,West,42,2023-11-08 23:18:55.619118,Carpet,https://example.com/images/P0256.jpg
P0257,Clothing,90,36,360.11,S012,East,27,2024-02-24 23:18:55.619118,Jacket,https://example.com/images/P0257.jpg
P0258,Health,23,8,424.95,S004,South,49,2024-07-09 23:18:55.619118,First Aid Kit,https://example.com/images/P0258.jpg
P0259,Food,81,13,441.69,S015,North,21,2024-02-21 23:18:55.619118,Chocolate,https://example.com/images/P0259.jpg
P0260,Health,2,13,33.64,S037,East,46,2024-03-26 23:18:55.619118,Thermometer,https://example.com/images/P0260.jpg
P0261,Home Goods,64,6,267.57,S012,North,56,2024-01-08 23:18:55.619118,Chair,https://example.com/images/P0261.jpg
P0262,Health,2,16,282.66,S021,West,30,2024-03-10 23:18:55.619118,Thermometer,https://example.com/images/P0262.jpg
P0263,Home Goods,81,44,144.65,S011,North,47,2024-07-24 23:18:55.619118,Carpet,https://example.com/images/P0263.jpg
P0264,Health,72,28,255.38,S022,East,42,2024-05-10 23:18:55.619118,Vitamins,https://example.com/images/P0264.jpg
P0265,Electronics,83,43,420.11,S042,West,28,2024-09-10 23:18:55.619118,Smartwatch,https://example.com/images/P0265.jpg
P0266,Clothing,64,37,408.89,S008,West,11,2024-01-03 23:18:55.619118,Jeans,https://example.com/images/P0266.jpg
P0267,Health,62,8,398.76,S028,East,39,2023-12-10 23:18:55.619118,Supplements,https://example.com/images/P0267.jpg
P0268,Home Goods,75,45,395.2,S020,South,28,2024-08-20 23:18:55.619118,Chair,https://example.com/images/P0268.jpg
P0269,Food,10,11,273.25,S003,South,27,2024-04-27 23:18:55.619118,Chocolate,https://example.com/images/P0269.jpg
P0270,Food,26,20,286.93,S009,South,56,2024-07-27 23:18:55.619118,Chocolate,https://example.com/images/P0270.jpg
P0271,Sports,63,18,427.47,S042,North,13,2024-09-01 23:18:55.619118,Yoga Mat,https://example.com/images/P0271.jpg
P0272,Sports,72,38,173.12,S050,South,24,2024-07-04 23:18:55.619118,Soccer Ball,https://example.com/images/P0272.jpg
P0273,Home Goods,21,41,390.17,S023,South,43,2024-10-06 23:18:55.619118,Table,https://example.com/images/P0273.jpg
P0274,Home Goods,31,8,102.77,S011,South,43,2024-04-07 23:18:55.619118,Curtains,https://example.com/images/P0274.jpg
P0275,Home Goods,40,38,116.58,S012,South,13,2023-11-21 23:18:55.619118,Table,https://example.com/images/P0275.jpg
P0276,Health,84,27,18.9,S018,West,58,2024-10-15 23:18:55.619118,First Aid Kit,https://example.com/images/P0276.jpg
P0277,Electronics,51,33,217.4,S014,West,41,2024-07-12 23:18:55.619118,Smartwatch,https://example.com/images/P0277.jpg
P0278,Food,75,8,428.66,S041,West,23,2024-06-22 23:18:55.619118,Juice,https://example.com/images/P0278.jpg
P0279,Sports,28,44,456.02,S020,East,47,2024-07-27 23:18:55.619118,Soccer Ball,https://example.com/images/P0279.jpg
P0280,Home Goods,32,43,329.96,S034,South,12,2023-11-09 23:18:55.619118,Candle,https://example.com/images/P0280.jpg
P0281,Clothing,88,44,129.26,S003,West,40,2024-02-17 23:18:55.619118,Sunglasses,https://example.com/images/P0281.jpg
P0282,Clothing,20,34,274.48,S003,North,58,2024-02-08 23:18:55.619118,Jeans,https://example.com/images/P0282.jpg
P0283,Home Goods,94,35,35.21,S016,North,56,2023-11-09 23:18:55.619118,Candle,https://example.com/images/P0283.jpg
P0284,Food,3,41,283.69,S008,South,11,2024-04-18 23:18:55.619118,Snacks,https://example.com/images/P0284.jpg
P0285,Home Goods,95,23,175.11,S017,South,58,2024-09-22 23:18:55.619118,Carpet,https://example.com/images/P0285.jpg
P0286,Home Goods,12,28,181.75,S039,South,42,2024-03-15 23:18:55.619118,Table,https://example.com/images/P0286.jpg
P0287,Food,79,16,315.45,S009,South,24,2024-02-10 23:18:55.619118,Chocolate,https://example.com/images/P0287.jpg
P0288,Food,25,25,322.56,S048,South,54,2024-08-17 23:18:55.619118,Pasta,https://example.com/images/P0288.jpg
P0289,Food,4,44,201.19,S037,North,57,2023-12-25 23:18:55.619118,Cookies,https://example.com/images/P0289.jpg
P0290,Home Goods,15,32,295.74,S028,West,51,2023-11-24 23:18:55.619118,Table,https://example.com/images/P0290.jpg
P0291,Electronics,21,11,37.77,S032,East,37,2024-02-02 23:18:55.619118,Headphones,https://example.com/images/P0291.jpg
P0292,Clothing,96,12,48.34,S047,South,33,2024-04-21 23:18:55.619118,Jacket,https://example.com/images/P0292.jpg
P0293,Health,37,43,422.15,S021,West,26,2023-11-09 23:18:55.619677,Sanitizer,https://example.com/images/P0293.jpg
P0294,Food,15,44,40.36,S016,West,48,2024-01-28 23:18:55.619677,Snacks,https://example.com/images/P0294.jpg
P0295,Home Goods,40,47,331.11,S002,North,31,2024-01-06 23:18:55.619677,Lamp,https://example.com/images/P0295.jpg
P0296,Health,81,29,482.62,S038,West,29,2024-01-17 23:18:55.619677,Supplements,https://example.com/images/P0296.jpg
P0297,Sports,30,16,194.77,S011,North,26,2024-09-23 23:18:55.619677,Yoga Mat,https://example.com/images/P0297.jpg
P0298,Home Goods,85,27,461.06,S004,South,57,2024-05-08 23:18:55.619677,Lamp,https://example.com/images/P0298.jpg
P0299,Clothing,54,45,108.42,S038,West,59,2023-11-02 23:18:55.619677,Sunglasses,https://example.com/images/P0299.jpg
P0300,Sports,48,16,106.9,S001,South,31,2024-03-16 23:18:55.619677,Dumbbells,https://example.com/images/P0300.jpg
P0301,Electronics,40,29,382.61,S029,North,56,2024-07-18 23:18:55.619677,Laptop,https://example.com/images/P0301.jpg
P0302,Food,11,28,99.64,S015,East,13,2024-02-09 23:18:55.619677,Juice,https://example.com/images/P0302.jpg
P0303,Electronics,83,43,186.18,S002,East,44,2024-09-15 23:18:55.619677,Camera,https://example.com/images/P0303.jpg
P0304,Food,62,15,340.83,S046,South,53,2023-11-08 23:18:55.619677,Chocolate,https://example.com/images/P0304.jpg
P0305,Electronics,87,30,365.65,S034,West,40,2024-05-10 23:18:55.619677,Camera,https://example.com/images/P0305.jpg
P0306,Health,52,25,390.06,S046,West,12,2024-05-21 23:18:55.619677,Vitamins,https://example.com/images/P0306.jpg
P0307,Electronics,94,31,172.3,S006,East,36,2024-10-12 23:18:55.619677,Smartphone,https://example.com/images/P0307.jpg
P0308,Health,28,34,323.57,S007,South,29,2023-12-17 23:18:55.619677,Vitamins,https://example.com/images/P0308.jpg
P0309,Sports,73,34,267.31,S035,East,17,2024-10-01 23:18:55.619677,Dumbbells,https://example.com/images/P0309.jpg
P0310,Clothing,71,6,215.29,S048,West,34,2024-03-01 23:18:55.619677,T-Shirt,https://example.com/images/P0310.jpg
P0311,Electronics,43,10,273.12,S019,North,56,2024-09-22 23:18:55.619677,Smartwatch,https://example.com/images/P0311.jpg
P0312,Food,96,29,339.41,S015,North,33,2024-08-22 23:18:55.619677,Cookies,https://example.com/images/P0312.jpg
P0313,Electronics,19,36,363.97,S002,South,31,2024-03-01 23:18:55.619677,Laptop,https://example.com/images/P0313.jpg
P0314,Food,81,45,236.51,S037,West,21,2024-10-01 23:18:55.619677,Bread,https://example.com/images/P0314.jpg
P0315,Home Goods,68,38,334.75,S003,West,35,2024-05-19 23:18:55.619677,Chair,https://example.com/images/P0315.jpg
P0316,Electronics,0,6,27.17,S025,East,42,2024-03-16 23:18:55.619677,Smartphone,https://example.com/images/P0316.jpg
P0317,Home Goods,26,35,39.28,S027,North,56,2024-02-25 23:18:55.619677,Candle,https://example.com/images/P0317.jpg
P0318,Health,58,30,492.06,S017,North,28,2024-06-26 23:18:55.619677,Vitamins,https://example.com/images/P0318.jpg
P0319,Health,34,34,115.64,S025,South,14,2024-08-12 23:18:55.619677,Vitamins,https://example.com/images/P0319.jpg
P0320,Electronics,49,8,39.2,S014,North,30,2024-09-17 23:18:55.619677,Smartwatch,https://example.com/images/P0320.jpg
P0321,Health,51,23,382.36,S042,North,42,2024-09-04 23:18:55.619677,Sanitizer,https://example.com/images/P0321.jpg
P0322,Health,40,29,152.42,S047,East,25,2024-03-07 23:18:55.619677,Vitamins,https://example.com/images/P0322.jpg
P0323,Electronics,96,35,65.42,S015,South,46,2023-11-09 23:18:55.619677,Headphones,https://example.com/images/P0323.jpg
P0324,Electronics,83,49,431.7,S015,West,56,2024-08-12 23:18:55.619677,Tablet,https://example.com/images/P0324.jpg
P0325,Clothing,19,12,496.95,S005,West,23,2024-06-19 23:18:55.619677,Jeans,https://example.com/images/P0325.jpg
P0326,Food,6,35,407.23,S044,West,12,2024-03-21 23:18:55.619677,Bread,https://example.com/images/P0326.jpg
P0327,Sports,61,5,367.59,S008,West,51,2024-03-07 23:18:55.619677,Tennis Racket,https://example.com/images/P0327.jpg
P0328,Health,65,28,34.9,S032,East,28,2024-04-24 23:18:55.619677,First Aid Kit,https://example.com/images/P0328.jpg
P0329,Electronics,92,34,31.13,S039,South,16,2024-08-26 23:18:55.619677,Headphones,https://example.com/images/P0329.jpg
P0330,Food,80,13,142.14,S034,North,22,2024-01-05 23:18:55.619677,Pasta,https://example.com/images/P0330.jpg
P0331,Health,20,6,47.32,S049,South,39,2024-07-18 23:18:55.619677,Thermometer,https://example.com/images/P0331.jpg
P0332,Sports,4,46,194.04,S014,North,48,2024-09-15 23:18:55.619677,Tennis Racket,https://example.com/images/P0332.jpg
P0333,Health,59,21,109.83,S039,North,55,2024-02-28 23:18:55.619677,Vitamins,https://example.com/images/P0333.jpg
P0334,Health,73,48,430.43,S021,South,39,2024-04-07 23:18:55.619677,Vitamins,https://example.com/images/P0334.jpg
P0335,Food,61,34,303.7,S017,West,55,2024-09-12 23:18:55.619677,Chocolate,https://example.com/images/P0335.jpg
P0336,Clothing,34,37,363.39,S003,West,33,2024-03-28 23:18:55.619677,Sunglasses,https://example.com/images/P0336.jpg
P0337,Food,86,42,165.52,S014,South,20,2024-03-30 23:18:55.619677,Bread,https://example.com/images/P0337.jpg
P0338,Home Goods,59,27,107.96,S003,West,30,2024-01-31 23:18:55.619677,Chair,https://example.com/images/P0338.jpg
P0339,Electronics,46,29,288.99,S027,South,18,2024-06-14 23:18:55.619677,Headphones,https://example.com/images/P0339.jpg
P0340,Electronics,15,49,73.51,S007,West,14,2024-10-06 23:18:55.619677,Tablet,https://example.com/images/P0340.jpg
P0341,Health,24,41,398.69,S037,East,12,2024-07-26 23:18:55.619677,Sanitizer,https://example.com/images/P0341.jpg
P0342,Clothing,16,14,453.28,S032,East,51,2024-04-10 23:18:55.619677,Jacket,https://example.com/images/P0342.jpg
P0343,Home Goods,57,14,324.02,S021,North,22,2024-09-05 23:18:55.619677,Curtains,https://example.com/images/P0343.jpg
P0344,Electronics,64,47,226.69,S035,South,53,2024-02-06 23:18:55.619677,Camera,https://example.com/images/P0344.jpg
P0345,Home Goods,42,24,321.02,S040,East,20,2024-05-06 23:18:55.619677,Chair,https://example.com/images/P0345.jpg
P0346,Electronics,82,14,30.78,S045,East,26,2024-01-08 23:18:55.619677,Laptop,https://example.com/images/P0346.jpg
P0347,Food,26,11,439.94,S031,West,18,2024-07-31 23:18:55.619677,Snacks,https://example.com/images/P0347.jpg
P0348,Clothing,62,31,278.26,S006,East,55,2024-03-29 23:18:55.619677,T-Shirt,https://example.com/images/P0348.jpg
P0349,Food,84,46,327.47,S016,North,21,2024-10-07 23:18:55.619677,Juice,https://example.com/images/P0349.jpg
P0350,Home Goods,79,31,304.3,S008,East,54,2024-02-20 23:18:55.619677,Carpet,https://example.com/images/P0350.jpg
P0351,Home Goods,49,41,36.26,S025,North,58,2024-08-28 23:18:55.619677,Table,https://example.com/images/P0351.jpg
P0352,Food,70,33,225.96,S047,East,37,2024-07-18 23:18:55.619677,Snacks,https://example.com/images/P0352.jpg
P0353,Electronics,0,10,348.35,S020,North,57,2024-09-29 23:18:55.619677,Smartphone,https://example.com/images/P0353.jpg
P0354,Electronics,31,49,358.0,S014,West,53,2024-07-15 23:18:55.619677,Tablet,https://example.com/images/P0354.jpg
P0355,Home Goods,69,35,314.59,S015,West,47,2023-12-03 23:18:55.619677,Chair,https://example.com/images/P0355.jpg
P0356,Food,17,49,163.4,S045,East,16,2024-03-20 23:18:55.619677,Chocolate,https://example.com/images/P0356.jpg
P0357,Sports,76,18,368.23,S010,South,52,2024-06-09 23:18:55.619677,Dumbbells,https://example.com/images/P0357.jpg
P0358,Sports,2,28,385.86,S015,East,41,2024-09-13 23:18:55.619677,Yoga Mat,https://example.com/images/P0358.jpg
P0359,Health,89,37,204.2,S012,West,22,2024-04-26 23:18:55.619677,Toothpaste,https://example.com/images/P0359.jpg
P0360,Food,64,18,318.25,S033,East,46,2023-12-08 23:18:55.619677,Chocolate,https://example.com/images/P0360.jpg
P0361,Home Goods,77,39,241.49,S030,North,53,2023-12-27 23:18:55.619677,Lamp,https://example.com/images/P0361.jpg
P0362,Sports,61,36,49.7,S028,South,56,2024-01-26 23:18:55.619677,Dumbbells,https://example.com/images/P0362.jpg
P0363,Health,86,29,136.95,S027,South,38,2024-03-18 23:18:55.619677,First Aid Kit,https://example.com/images/P0363.jpg
P0364,Sports,75,25,380.53,S025,West,54,2024-01-30 23:18:55.619677,Bicycle Helmet,https://example.com/images/P0364.jpg
P0365,Sports,65,6,130.06,S002,West,24,2024-04-29 23:18:55.619677,Bicycle Helmet,https://example.com/images/P0365.jpg
P0366,Electronics,2,24,38.09,S011,North,46,2024-02-22 23:18:55.619677,Smartwatch,https://example.com/images/P0366.jpg
P0367,Electronics,75,13,76.12,S002,West,35,2024-01-23 23:18:55.619677,Laptop,https://example.com/images/P0367.jpg
P0368,Food,47,44,88.81,S046,North,55,2024-10-17 23:18:55.619677,Pasta,https://example.com/images/P0368.jpg
P0369,Health,9,32,252.48,S001,East,30,2023-12-15 23:18:55.619677,Supplements,https://example.com/images/P0369.jpg
P0370,Food,15,23,463.0,S042,West,33,2024-02-08 23:18:55.619677,Cookies,https://example.com/images/P0370.jpg
P0371,Health,17,10,159.24,S025,West,10,2024-02-11 23:18:55.619677,Toothpaste,https://example.com/images/P0371.jpg
P0372,Home Goods,15,10,51.68,S021,South,57,2024-05-06 23:18:55.619677,Candle,https://example.com/images/P0372.jpg
P0373,Clothing,0,29,202.02,S030,North,43,2024-03-28 23:18:55.619677,Sunglasses,https://example.com/images/P0373.jpg
P0374,Health,99,29,266.5,S027,West,24,2024-10-09 23:18:55.619677,Supplements,https://example.com/images/P0374.jpg
P0375,Home Goods,65,23,309.51,S035,South,21,2023-11-28 23:18:55.619677,Chair,https://example.com/images/P0375.jpg
P0376,Clothing,46,40,475.91,S007,West,28,2024-05-26 23:18:55.619677,Jeans,https://example.com/images/P0376.jpg
P0377,Clothing,89,29,212.85,S001,West,53,2024-06-26 23:18:55.619677,T-Shirt,https://example.com/images/P0377.jpg
P0378,Sports,99,21,271.09,S017,North,51,2024-06-29 23:18:55.619677,Dumbbells,https://example.com/images/P0378.jpg
P0379,Clothing,48,42,14.94,S030,South,10,2023-12-01 23:18:55.619677,Jacket,https://example.com/images/P0379.jpg
P0380,Health,98,39,46.89,S048,East,15,2024-10-25 23:18:55.619677,Supplements,https://example.com/images/P0380.jpg
P0381,Electronics,1,35,225.15,S006,North,12,2024-10-15 23:18:55.619677,Camera,https://example.com/images/P0381.jpg
P0382,Food,85,27,111.12,S040,North,15,2024-03-11 23:18:55.619677,Bread,https://example.com/images/P0382.jpg
P0383,Clothing,47,36,83.24,S050,West,32,2024-04-28 23:18:55.619677,Sunglasses,https://example.com/images/P0383.jpg
P0384,Electronics,42,14,219.63,S001,West,51,2024-01-30 23:18:55.619677,Camera,https://example.com/images/P0384.jpg
P0385,Food,2,40,391.84,S048,South,58,2024-09-29 23:18:55.619677,Bread,https://example.com/images/P0385.jpg
P0386,Electronics,32,31,147.92,S032,North,45,2024-03-14 23:18:55.619677,Laptop,https://example.com/images/P0386.jpg
P0387,Sports,22,45,86.52,S002,North,48,2024-05-24 23:18:55.619677,Water Bottle,https://example.com/images/P0387.jpg
P0388,Home Goods,14,32,393.42,S021,West,39,2024-08-27 23:18:55.619677,Table,https://example.com/images/P0388.jpg
P0389,Food,81,13,459.07,S030,East,41,2024-08-21 23:18:55.619677,Cookies,https://example.com/images/P0389.jpg
P0390,Clothing,62,34,158.09,S023,East,38,2024-06-01 23:18:55.619677,T-Shirt,https://example.com/images/P0390.jpg
P0391,Home Goods,15,14,245.49,S020,East,55,2024-03-15 23:18:55.619677,Chair,https://example.com/images/P0391.jpg
P0392,Electronics,47,33,127.79,S016,East,57,2024-06-27 23:18:55.619677,Headphones,https://example.com/images/P0392.jpg
P0393,Food,89,36,307.89,S009,West,56,2024-09-19 23:18:55.619677,Juice,https://example.com/images/P0393.jpg
P0394,Health,38,15,25.36,S039,North,17,2024-03-07 23:18:55.619677,Sanitizer,https://example.com/images/P0394.jpg
P0395,Food,21,33,143.19,S046,South,42,2024-10-15 23:18:55.619677,Chocolate,https://example.com/images/P0395.jpg
P0396,Food,11,48,276.41,S043,North,23,2023-11-20 23:18:55.619677,Chocolate,https://example.com/images/P0396.jpg
P0397,Health,8,16,136.87,S010,South,32,2024-09-27 23:18:55.619677,Vitamins,https://example.com/images/P0397.jpg
P0398,Sports,9,44,270.81,S043,East,56,2024-10-23 23:18:55.619677,Bicycle Helmet,https://example.com/images/P0398.jpg
P0399,Sports,67,13,337.04,S003,North,35,2023-11-14 23:18:55.619677,Dumbbells,https://example.com/images/P0399.jpg
P0400,Home Goods,25,13,434.78,S023,West,10,2024-06-21 23:18:55.619677,Lamp,https://example.com/images/P0400.jpg
P0401,Food,94,11,205.25,S019,South,26,2024-06-14 23:18:55.619677,Pasta,https://example.com/images/P0401.jpg
P0402,Home Goods,74,21,406.23,S034,West,30,2024-03-19 23:18:55.619677,Curtains,https://example.com/images/P0402.jpg
P0403,Electronics,13,34,78.65,S003,East,50,2024-05-12 23:18:55.619677,Camera,https://example.com/images/P0403.jpg
P0404,Home Goods,10,35,337.21,S011,West,13,2024-01-16 23:18:55.619677,Chair,https://example.com/images/P0404.jpg
P0405,Electronics,38,36,233.81,S011,West,21,2024-08-14 23:18:55.619677,Laptop,https://example.com/images/P0405.jpg
P0406,Clothing,29,22,236.37,S025,North,52,2024-06-30 23:18:55.619677,Hat,https://example.com/images/P0406.jpg
P0407,Sports,26,15,333.65,S023,North,48,2024-10-12 23:18:55.619677,Water Bottle,https://example.com/images/P0407.jpg
P0408,Sports,78,29,374.68,S041,North,19,2024-05-31 23:18:55.619677,Yoga Mat,https://example.com/images/P0408.jpg
P0409,Home Goods,1,32,372.92,S049,East,57,2024-01-22 23:18:55.619677,Carpet,https://example.com/images/P0409.jpg
P0410,Sports,24,31,259.62,S013,East,11,2024-07-24 23:18:55.619677,Bicycle Helmet,https://example.com/images/P0410.jpg
P0411,Clothing,99,27,86.44,S031,South,23,2024-08-09 23:18:55.619677,Jeans,https://example.com/images/P0411.jpg
P0412,Clothing,0,16,469.86,S016,East,59,2024-01-23 23:18:55.619677,T-Shirt,https://example.com/images/P0412.jpg
P0413,Health,91,43,471.82,S019,East,25,2024-01-28 23:18:55.619677,Thermometer,https://example.com/images/P0413.jpg
P0414,Health,27,11,422.23,S046,East,33,2024-05-18 23:18:55.619677,Toothpaste,https://example.com/images/P0414.jpg
P0415,Clothing,41,41,429.47,S023,East,35,2024-09-05 23:18:55.619677,Jeans,https://example.com/images/P0415.jpg
P0416,Sports,55,14,227.81,S034,South,25,2024-10-13 23:18:55.619677,Dumbbells,https://example.com/images/P0416.jpg
P0417,Sports,86,30,141.17,S018,North,31,2024-01-04 23:18:55.619677,Bicycle Helmet,https://example.com/images/P0417.jpg
P0418,Sports,42,37,216.7,S030,East,23,2024-07-14 23:18:55.619677,Soccer Ball,https://example.com/images/P0418.jpg
P0419,Home Goods,89,10,190.1,S048,South,42,2024-04-04 23:18:55.619677,Lamp,https://example.com/images/P0419.jpg
P0420,Sports,10,23,398.39,S003,North,19,2024-08-31 23:18:55.619677,Tennis Racket,https://example.com/images/P0420.jpg
P0421,Clothing,67,9,339.84,S016,North,51,2024-06-14 23:18:55.619677,Shoes,https://example.com/images/P0421.jpg
P0422,Health,33,37,433.19,S022,East,36,2024-01-04 23:18:55.619677,Thermometer,https://example.com/images/P0422.jpg
P0423,Home Goods,93,26,348.87,S041,South,38,2024-08-12 23:18:55.619677,Chair,https://example.com/images/P0423.jpg
P0424,Clothing,97,39,278.93,S049,West,36,2024-09-11 23:18:55.619677,Sunglasses,https://example.com/images/P0424.jpg
P0425,Clothing,35,24,424.48,S040,South,44,2023-11-03 23:18:55.619677,T-Shirt,https://example.com/images/P0425.jpg
P0426,Food,54,12,363.4,S025,South,23,2024-08-29 23:18:55.619677,Chocolate,https://example.com/images/P0426.jpg
P0427,Sports,43,43,36.52,S019,South,15,2024-04-04 23:18:55.619677,Bicycle Helmet,https://example.com/images/P0427.jpg
P0428,Food,25,43,275.86,S006,North,20,2024-08-14 23:18:55.619677,Cookies,https://example.com/images/P0428.jpg
P0429,Health,7,18,344.09,S022,West,22,2024-04-09 23:18:55.619677,Thermometer,https://example.com/images/P0429.jpg
P0430,Food,29,20,314.75,S050,East,16,2024-09-02 23:18:55.619677,Chocolate,https://example.com/images/P0430.jpg
P0431,Clothing,84,28,121.23,S004,South,41,2024-02-12 23:18:55.619677,Sunglasses,https://example.com/images/P0431.jpg
P0432,Electronics,14,38,79.14,S035,North,28,2023-12-15 23:18:55.619677,Headphones,https://example.com/images/P0432.jpg
P0433,Food,0,42,278.94,S006,North,23,2024-10-23 23:18:55.619677,Snacks,https://example.com/images/P0433.jpg
P0434,Sports,24,45,86.85,S026,North,33,2024-05-10 23:18:55.619677,Tennis Racket,https://example.com/images/P0434.jpg
P0435,Food,53,48,392.21,S043,North,37,2024-10-23 23:18:55.619677,Bread,https://example.com/images/P0435.jpg
P0436,Electronics,88,13,437.47,S028,South,49,2024-08-29 23:18:55.619677,Headphones,https://example.com/images/P0436.jpg
P0437,Sports,55,46,355.93,S038,West,21,2024-07-20 23:18:55.619677,Yoga Mat,https://example.com/images/P0437.jpg
P0438,Clothing,88,20,117.16,S005,East,14,2023-12-31 23:18:55.619677,Hat,https://example.com/images/P0438.jpg
P0439,Health,82,25,74.72,S042,West,53,2024-08-25 23:18:55.619677,Thermometer,https://example.com/images/P0439.jpg
P0440,Clothing,34,21,369.53,S042,North,18,2023-11-17 23:18:55.619677,Shoes,https://example.com/images/P0440.jpg
P0441,Clothing,97,15,34.81,S032,East,29,2023-11-11 23:18:55.619677,Shoes,https://example.com/images/P0441.jpg
P0442,Clothing,80,45,453.95,S019,South,29,2024-02-10 23:18:55.619677,T-Shirt,https://example.com/images/P0442.jpg
P0443,Health,16,16,169.03,S024,South,39,2024-01-20 23:18:55.619677,Vitamins,https://example.com/images/P0443.jpg
P0444,Health,14,40,454.13,S010,East,18,2024-05-07 23:18:55.619677,Thermometer,https://example.com/images/P0444.jpg
P0445,Home Goods,46,16,7.34,S034,North,31,2024-05-29 23:18:55.619677,Carpet,https://example.com/images/P0445.jpg
P0446,Electronics,74,36,456.26,S008,South,15,2024-03-11 23:18:55.619677,Smartwatch,https://example.com/images/P0446.jpg
P0447,Home Goods,94,40,386.21,S012,North,50,2024-09-10 23:18:55.619677,Carpet,https://example.com/images/P0447.jpg
P0448,Food,51,18,215.39,S023,West,30,2024-08-24 23:18:55.619677,Chocolate,https://example.com/images/P0448.jpg
P0449,Food,94,44,487.02,S020,West,18,2023-12-01 23:18:55.619677,Cookies,https://example.com/images/P0449.jpg
P0450,Food,24,31,282.78,S030,North,28,2024-10-25 23:18:55.619677,Bread,https://example.com/images/P0450.jpg
P0451,Electronics,60,6,351.8,S025,South,55,2023-12-28 23:18:55.619677,Laptop,https://example.com/images/P0451.jpg
P0452,Health,60,39,319.17,S037,South,49,2024-07-05 23:18:55.619677,Toothpaste,https://example.com/images/P0452.jpg
P0453,Health,58,36,247.13,S009,East,29,2024-08-15 23:18:55.619677,Thermometer,https://example.com/images/P0453.jpg
P0454,Sports,13,21,59.43,S025,West,52,2024-10-20 23:18:55.619677,Dumbbells,https://example.com/images/P0454.jpg
